iter	Logloss
114	0.2892776315
115	0.2873125445
116	0.2854194556
117	0.2844765123
118	0.2836287662
119	0.2829407747
120	0.2812974454
121	0.2800099524
122	0.279052426
123	0.2783160968
124	0.2769781238
125	0.2764089924
126	0.2753952162
127	0.2744171298
128	0.2728085986
129	0.271496751
130	0.2706854024
131	0.2698739084
132	0.268869249
133	0.2671200713
134	0.2660692195
135	0.2645364691
136	0.2638460248
137	0.2630778931
138	0.2612821601
139	0.259982823
140	0.2592015907
141	0.2582355438
142	0.2575564136
143	0.2566429725
144	0.2558826994
145	0.2546811839
146	0.2534099973
147	0.2515465094
148	0.2504851931
149	0.2491981981
150	0.2477840354
151	0.2464776876
152	0.2461130353
153	0.2453476302
154	0.2437078325
155	0.2424735115
156	0.2417488587
157	0.2406826235
158	0.2399795231
159	0.2392408406
160	0.2388709444
161	0.2377343073
162	0.2367618195
163	0.2363240546
164	0.2352724985
165	0.2342509704
166	0.2335724444
167	0.2331813862
168	0.2325356715
169	0.2316060945
170	0.2310761655
171	0.230148983
172	0.2293280945
173	0.2287482436
174	0.2277342993
175	0.2267597991
176	0.2267085407
177	0.2260555142
178	0.2249163298
179	0.2241500532
180	0.2229326593
181	0.2220182292
182	0.2208931974
183	0.2195812297
184	0.2184319789
185	0.2178300135
186	0.2172704094
187	0.2167864956
188	0.2158839485
189	0.2153662694
190	0.2140271162
191	0.2128553055
192	0.2121383815
193	0.2112197503
194	0.2100321629
195	0.2094987895
196	0.2086515857
197	0.2081280176
198	0.2077748958
199	0.2072088383
200	0.2064808214
201	0.2060300438
202	0.2053780256
203	0.2048535067
204	0.2044968134
205	0.2037731032
206	0.2031889306
207	0.2024023966
208	0.2015591751
209	0.2009889584
210	0.2005149508
211	0.1996223289
212	0.1990639546
213	0.1984811082
214	0.1976249942
215	0.1965463927
216	0.1958119288
217	0.1951047548
218	0.1940387581
219	0.1935748985
220	0.1930631597
221	0.1924984946
222	0.1918202457
223	0.1913791555
224	0.1903837988
225	0.189767303
226	0.1892669201
227	0.1883034751
228	0.1878855106
229	0.1874871656
230	0.1864510744
231	0.185800228
232	0.1852912568
233	0.1847975203
234	0.184008187
235	0.1835340832
236	0.182880928
237	0.1823205608
238	0.1811699121
239	0.180268457
240	0.1799300831
241	0.1796188343
242	0.1792653626
243	0.1787293901
244	0.178297563
245	0.1776642735
246	0.1771461433
247	0.1765610905
248	0.1757039848
249	0.1750836102
250	0.1748822717
251	0.1744918404
252	0.1742199442
253	0.1734124957
254	0.172909597
255	0.1725125823
256	0.1720665416
257	0.1714065967
258	0.1710323593
259	0.1708063782
260	0.1702717136
261	0.1699267026
262	0.1693877819
263	0.169108744
264	0.1689094951
265	0.1687409294
266	0.1683001936
267	0.167871832
268	0.1670721003
269	0.1661887626
270	0.1657774941
271	0.1653015796
272	0.1648623069
273	0.1644601234
274	0.1639488314
275	0.1633746564
276	0.1624164506
277	0.1617029801
278	0.1611181216
279	0.1604835188
280	0.1602214843
281	0.159459412
282	0.1589770413
283	0.15876789
284	0.1580598856
285	0.1575653133
286	0.1574983621
287	0.1570766314
288	0.1565969987
289	0.155981469
290	0.1554441115
291	0.1544614642
292	0.1540663054
293	0.1535945931
294	0.1527142711
295	0.1522131064
296	0.1518240432
297	0.1512730945
298	0.1507971371
299	0.1501237529
300	0.1492522646
301	0.1486815292
302	0.1482789144
303	0.1477381366
304	0.146972676
305	0.1464755837
306	0.1458238468
307	0.1453256549
308	0.1447958662
309	0.1443508579
310	0.143979878
311	0.1436093284
312	0.1428601866
313	0.1424780158
314	0.1421586153
315	0.141785098
316	0.1410887195
317	0.1404268209
318	0.1400129411
319	0.1395115413
320	0.1393215541
321	0.1388875659
322	0.1384026554
323	0.1378615311
324	0.1376420426
325	0.1371485508
326	0.136562509
327	0.1359783573
328	0.1356488306
329	0.1347865241
330	0.1343030011
331	0.133822418
332	0.1333459649
333	0.1331124184
334	0.132671027
335	0.1322907727
336	0.132037423
337	0.1314726358
338	0.1309729763
339	0.1300584084
340	0.1295366334
341	0.1290692064
342	0.1288601782
343	0.1284500465
344	0.1281019289
345	0.1278395602
346	0.1272143343
347	0.126566908
348	0.1263395836
349	0.1257254587
350	0.1253536687
351	0.1250247645
352	0.1249181514
353	0.1244938294
354	0.1239409702
355	0.123544919
356	0.1229308841
357	0.1225647798
358	0.1222127616
359	0.1216123615
360	0.121386516
361	0.1210599327
362	0.1205806222
363	0.1200554535
364	0.1195975651
365	0.1190816215
366	0.1187702597
367	0.1183356164
368	0.1179653821
369	0.117611188
370	0.117309129
371	0.1167137903
372	0.1164443475
373	0.1158693822
374	0.1155197665
375	0.115120914
376	0.1146386917
377	0.1143619788
378	0.1140057495
379	0.1136134949
380	0.1132547527
381	0.1128336025
382	0.1127410077
383	0.112595326
384	0.1120434531
385	0.1120311726
386	0.111633929
387	0.1113622939
388	0.110929157
389	0.1107453816
390	0.1105452476
391	0.1103063251
392	0.1101522681
393	0.1101172912
394	0.1098832267
395	0.1097351324
396	0.1093324358
397	0.1090342102
398	0.1087607192
399	0.1084787371
400	0.1081898172
401	0.1077892896
402	0.1073577151
403	0.1069425293
404	0.1066751338
405	0.106452648
406	0.1062532617
407	0.1057037211
408	0.1054501751
409	0.1051750925
410	0.1046600906
411	0.1044398184
412	0.1039405464
413	0.103564095
414	0.1035605747
415	0.1033626984
416	0.1030672693
417	0.1029091578
418	0.1026583166
419	0.1023537851
420	0.1021881046
421	0.101689736
422	0.1012675287
423	0.1010215695
424	0.1008363813
425	0.1005692251
426	0.1001621039
427	0.09989670846
428	0.09957734122
429	0.09915213345
430	0.09864697021
431	0.09830773432
432	0.09802137185
433	0.09769190623
434	0.09739995935
435	0.09734007988
436	0.09712733636
437	0.09672837462
438	0.0964333576
439	0.09621808427
440	0.09599611213
441	0.09578718464
442	0.09546534398
443	0.09524092683
444	0.09494818345
445	0.0946530652
446	0.09442403818
447	0.09419026854
448	0.09381857664
449	0.09363824118
450	0.09338944096
451	0.09300343773
452	0.09274318098
453	0.09252554922
454	0.09235544045
455	0.09211604733
456	0.09194765943
457	0.09177349222
458	0.09151042285
459	0.09130085824
460	0.09090727357
461	0.09076199896
462	0.09053016908
463	0.09030647606
464	0.0900194161
465	0.08979674869
466	0.0894838889
467	0.08930421897
468	0.08897867993
469	0.0887730903
470	0.08847972046
471	0.08828856736
472	0.08817528124
473	0.08795953463
474	0.08760689313
475	0.08730658606
476	0.08696851029
477	0.08680909661
478	0.08657144657
479	0.08623890149
480	0.08594267906
481	0.08591729969
482	0.08568392786
483	0.08541066021
484	0.08514287485
485	0.08478498858
486	0.08470142309
487	0.08454083508
488	0.08441333487
489	0.08420741358
490	0.08388903066
491	0.08379522027
492	0.08376331969
493	0.08348955655
494	0.08303832519
495	0.08282105705
496	0.08261101206
497	0.08245865016
498	0.08212017169
499	0.08203393432
500	0.08171084473
501	0.08149899495
502	0.08127625073
503	0.08109941873
504	0.08086288441
505	0.08059922055
506	0.08026569693
507	0.08009530401
508	0.07992905878
509	0.07971697901
510	0.07944902006
511	0.07914433799
512	0.0789379705
513	0.07861350591
514	0.0784397809
515	0.07806534874
516	0.0780401221
517	0.07787065444
518	0.07762825911
519	0.07745002502
520	0.07721048671
521	0.07694092765
522	0.07683240191
523	0.07668635521
524	0.07655040956
525	0.07642676577
526	0.0762348144
527	0.07599610368
528	0.07594114842
529	0.07580286209
530	0.07558802031
531	0.07530907146
532	0.07510139334
533	0.07502723317
534	0.07490109643
535	0.07478309077
536	0.07464553435
537	0.07444539328
538	0.07433388531
539	0.07414314911
540	0.07402460802
541	0.0738984393
542	0.07360252055
543	0.07346401179
544	0.07317617264
545	0.07302072461
546	0.07273738966
547	0.07259019704
548	0.0723385318
549	0.07205796997
550	0.07193177372
551	0.07164897199
552	0.0714648942
553	0.07138079816
554	0.07114446718
555	0.07112104222
556	0.07087392026
557	0.07068744008
558	0.0706277493
559	0.0705090204
560	0.07037081798
561	0.07009859991
562	0.06987897422
563	0.06969314314
564	0.06952234398
565	0.06940319063
566	0.06917694605
567	0.06909703676
568	0.06874933323
569	0.06857779617
570	0.06845584173
571	0.06821730106
572	0.06787331943
573	0.06764940887
574	0.06753296914
575	0.06739312577
576	0.0672209698
577	0.06704433271
578	0.06686522441
579	0.06670489569
580	0.06655256397
581	0.06646994506
582	0.06632552333
583	0.06630534433
584	0.06618568307
585	0.06606579892
586	0.06584855387
587	0.06562371849
588	0.06547604371
589	0.06528786086
590	0.06514334856
591	0.06493352601
592	0.06481460575
593	0.06480172493
594	0.06460477387
595	0.06442558255
596	0.06433884125
597	0.06420143534
598	0.06392060134
599	0.06383161172
600	0.06364620509
601	0.06345362015
602	0.06329044461
603	0.06314456307
604	0.06303168276
605	0.06284045552
606	0.06266347922
607	0.06235692355
608	0.06227147823
609	0.06207648469
610	0.06205972036
611	0.06194538466
612	0.06181205318
613	0.06170627747
614	0.0615389609
615	0.06138250504
616	0.06122717911
617	0.06115465635
618	0.06100435586
619	0.06082263162
620	0.06067391259
621	0.0605163845
622	0.06034235759
623	0.06017491538
624	0.06005537133
625	0.05980576394
626	0.0596469563
627	0.05954004355
628	0.05945881519
629	0.05932976813
630	0.05923395583
631	0.05900155499
632	0.05885501636
633	0.05881485282
634	0.05873784539
635	0.05859547088
636	0.05847007824
637	0.05833233402
638	0.05819756669
639	0.05806060077
640	0.05798388105
641	0.0578659633
642	0.05779116558
643	0.05764511266
644	0.05744501244
645	0.05728227111
646	0.05719476528
647	0.05707624682
648	0.05688265937
649	0.05673795173
650	0.05663881
651	0.05648710297
652	0.05635976303
653	0.05622378275
654	0.05614109101
655	0.05604808069
656	0.05588794199
657	0.05577219354
658	0.05564621796
659	0.0555755768
660	0.05551988364
661	0.05540964856
662	0.05524851934
663	0.05508587436
664	0.0549735317
665	0.054861554
666	0.05470915658
667	0.05456598866
668	0.05445991903
669	0.05433482476
670	0.0542158086
671	0.05410967948
672	0.05406812139
673	0.05400880577
674	0.05391969139
675	0.05379264848
676	0.05359545855
677	0.05343692662
678	0.05332091978
679	0.05325495198
680	0.05311845312
681	0.05300487575
682	0.05291491203
683	0.0528832654
684	0.05275509877
685	0.05269003136
686	0.05253715444
687	0.05245703736
688	0.05236918567
689	0.05219465616
690	0.05208851283
691	0.05200544505
692	0.05197342281
693	0.05192350942
694	0.05179617036
695	0.05166531453
696	0.05160606818
697	0.05152464401
698	0.051426955
699	0.0513805535
700	0.05132298052
701	0.05127933483
702	0.05117099734
703	0.05110676018
704	0.05102186318
705	0.05094411786
706	0.05090280618
707	0.05085391883
708	0.0508421049
709	0.05078183961
710	0.05061152305
711	0.05051899445
712	0.05033723957
713	0.05024158044
714	0.05012936477
715	0.04996023897
716	0.04982085468
717	0.04981003038
718	0.04973693001
719	0.04961284934
720	0.04951188773
721	0.04933150654
722	0.04919014696
723	0.04909552809
724	0.04897143543
725	0.04889559746
726	0.04871241074
727	0.04870182842
728	0.04860893885
729	0.04851269633
730	0.04842387187
731	0.04827748508
732	0.04821375762
733	0.04808515188
734	0.04794699076
735	0.04783168274
736	0.04772711155
737	0.04767427897
738	0.04761004359
739	0.04756938101
740	0.04747261859
741	0.0473208645
742	0.04728029693
743	0.04721296744
744	0.04713327747
745	0.04706717647
746	0.04701354872
747	0.04685000512
748	0.04677421554
749	0.04662135549
750	0.04653932662
751	0.04644077273
752	0.04637590023
753	0.04628393415
754	0.04621638088
755	0.04611924019
756	0.0460109653
757	0.04586996357
758	0.04580143799
759	0.0456527638
760	0.04557200783
761	0.04544595322
762	0.04543618339
763	0.04538816491
764	0.04532935943
765	0.04527221534
766	0.04515382564
767	0.04509748161
768	0.04504830877
769	0.04496903615
770	0.04491948904
771	0.04483477097
772	0.04473470931
773	0.04466424796
774	0.04460082285
775	0.04456142784
776	0.04446558047
777	0.04436683699
778	0.04428219973
779	0.0442557437
780	0.04424695462
781	0.04424236784
782	0.04423181127
783	0.04411889055
784	0.04405707798
785	0.04398491396
786	0.04388169203
787	0.04379786282
788	0.04368524001
789	0.04360910323
790	0.0436000966
791	0.04356107676
792	0.04350826727
793	0.04339358305
794	0.04331059429
795	0.04318898661
796	0.04314640292
797	0.04301744378
798	0.04288960613
799	0.04278782093
800	0.04267205428
801	0.04262330945
802	0.04245631699
803	0.04239744847
804	0.04233592493
805	0.0422225478
806	0.04210961642
807	0.04204946035
808	0.04200460391
809	0.04196011243
810	0.04183477174
811	0.04175729681
812	0.04167445367
813	0.04161333416
814	0.0415397272
815	0.04148671214
816	0.04147865519
817	0.04138906308
818	0.04137881996
819	0.04134394425
820	0.041303295
821	0.04119500812
822	0.04117056245
823	0.04116269774
824	0.04108096279
825	0.04101104754
826	0.0409238334
827	0.04089040996
828	0.04081836626
829	0.04072149195
830	0.04064301805
831	0.04059174873
832	0.04052956233
833	0.04046174934
834	0.04041248238
835	0.04031450966
836	0.04023013745
837	0.04017630281
838	0.04011892828
839	0.04006578758
840	0.0399732381
841	0.03993194818
842	0.03985011644
843	0.0398063451
844	0.03971730531
845	0.03963394804
846	0.03962670536
847	0.03953729129
848	0.03948303796
849	0.03943001269
850	0.03938127807
851	0.03929111278
852	0.03919248252
853	0.039135754
854	0.03907837504
855	0.03903898003
856	0.03898191452
857	0.0388818129
858	0.03884009409
859	0.03882216786
860	0.03873769265
861	0.03869377301
862	0.03862822877
863	0.03857145762
864	0.03853392468
865	0.0384268956
866	0.03832919327
867	0.0382723351
868	0.03816142029
869	0.03809286762
870	0.03799910696
871	0.03793805938
872	0.03786471347
873	0.03781457187
874	0.03773841156
875	0.03764411591
876	0.03758195747
877	0.03748783808
878	0.03742738543
879	0.03736414412
880	0.03728707099
881	0.03720719099
882	0.03716213432
883	0.03709822704
884	0.03703366312
885	0.03696807092
886	0.03690364152
887	0.03686158173
888	0.0367961254
889	0.03669621736
890	0.03661042663
891	0.03655943435
892	0.03648614528
893	0.03640596027
894	0.03630612993
895	0.03624646757
896	0.03618610327
897	0.03617616428
898	0.03611100541
899	0.03606500572
900	0.03600850851
901	0.03595714907
902	0.03586990607
903	0.03585898721
904	0.03583113752
905	0.03576183275
906	0.03570036648
907	0.03564164048
908	0.03558258815
909	0.03554037075
910	0.03550740594
911	0.03545547908
912	0.03537250275
913	0.03533559227
914	0.03526336432
915	0.03524734632
916	0.03517537898
917	0.03516697617
918	0.03512117272
919	0.03503069087
920	0.03495138318
921	0.03489452456
922	0.03484640264
923	0.0347792716
924	0.03469574474
925	0.03466645255
926	0.03463041094
927	0.03461014891
928	0.03459073889
929	0.03456250338
930	0.03452565461
931	0.0344675968
932	0.03438338532
933	0.03436406143
934	0.03433970411
935	0.03428021445
936	0.03423697589
937	0.03419675818
938	0.03415381797
939	0.03414569221
940	0.03406828387
941	0.03404123423
942	0.03399019312
943	0.03392365569
944	0.03386937484
945	0.03381062398
946	0.03378519266
947	0.03370842587
948	0.03367876651
949	0.03360803434
950	0.03352722021
951	0.03351193078
952	0.03346853727
953	0.03338618252
954	0.03334958016
955	0.03328324208
956	0.03320774286
957	0.03317410986
958	0.03313738896
959	0.03307504228
960	0.0330448639
961	0.03299148744
962	0.03295062818
963	0.03289126462
964	0.03283046788
965	0.03276136334
966	0.0327040754
967	0.03263265816
968	0.03261253243
969	0.03254298347
970	0.03249964723
971	0.03245857397
972	0.03242457601
973	0.03232427904
974	0.03228182322
975	0.03221303302
976	0.03217376499
977	0.03208937281
978	0.03202802908
979	0.0319967745
980	0.03195411622
981	0.03189081764
982	0.03183938715
983	0.03176618732
984	0.03173810898
985	0.03167529301
986	0.03163802424
987	0.03160402229
988	0.03156682455
989	0.03150604823
990	0.03145550705
991	0.03140555725
992	0.03135900657
993	0.03131955784
994	0.03127400835
995	0.03122181599
996	0.03117593485
997	0.03111640701
998	0.03107141427
999	0.03098610882
